ensembl_peptide_id hgnc_symbol
ENSP00000360058 FRAT2
ENSP00000360104 LEPROT
ENSP00000360191 APCDD1L
ENSP00000360498 MRPL41
ENSP00000360797 CARD9
ENSP00000360841 OBP2A
ENSP00000361001 EFCAB14
ENSP00000361014 MKNK1
ENSP00000361036 LHFPL1
ENSP00000361104 OBP2B
ENSP00000361232 DDX31
ENSP00000361868 ZMAT1
ENSP00000362013 TRERF1
ENSP00000362409 FAM129B
ENSP00000362968 CLPSL1
ENSP00000363322 CDC26
ENSP00000363522 OR13A1
ENSP00000363640 PHF1
ENSP00000363654 PALM2-AKAP2
ENSP00000363694 EPB41L4B
ENSP00000364249 PLA2G5
ENSP00000364263 RNF186
ENSP00000364293 TSR2
ENSP00000364578 NELFE
ENSP00000364613 CARD19
ENSP00000364627 NXPE4
ENSP00000364737 CENPP
ENSP00000365687 PTF1A
ENSP00000365844 TRIM39
ENSP00000365924 TRIM31
ENSP00000366015 ANGPTL7
ENSP00000366352 OR11A1
ENSP00000366984 KRT40
ENSP00000367227 TMEM8B
ENSP00000367528 AARD
ENSP00000367564 C19orf54
ENSP00000367894 PRRG1
ENSP00000367965 SOWAHA
ENSP00000367972 ID4
ENSP00000368245 CXorf21
ENSP00000368623 C1orf159
ENSP00000368664 RGCC
ENSP00000369157 OR10A4
ENSP00000369513 ATP6AP1L
ENSP00000369736 TBCA
ENSP00000369739 BPHL
ENSP00000371362 NADK2
ENSP00000371559 EIPR1
ENSP00000371824 C9orf66
ENSP00000371846 DEAF1
ENSP00000371872 SLC35G5
ENSP00000372202 EEF1AKMT1
ENSP00000373167 TIGIT
ENSP00000373272 TRIM71
ENSP00000373487 KRT18
ENSP00000373627 SEPT14
ENSP00000374260 CCDC149
ENSP00000374574 DDX42
ENSP00000376213 KIAA1683
ENSP00000376390 RAB37
ENSP00000376522 CEP112
ENSP00000376583 RIC8B
ENSP00000376824 IFI27L1
ENSP00000377390 PPP6R3
ENSP00000378367 NRG4
ENSP00000378578 AFF1
ENSP00000379051 PURB
ENSP00000379090 PPP6R2
ENSP00000379213 PTHLH
ENSP00000380354 SPATA22
ENSP00000380488 GALNT9
ENSP00000380679 CCDC40
ENSP00000381250 APOF
ENSP00000381589 PCDHGA11
ENSP00000381636 PCDHA11
ENSP00000381698 SHARPIN
ENSP00000381856 TOMM6
ENSP00000382058 POLR3G
ENSP00000382356 COL28A1
ENSP00000382507 UBXN2B
ENSP00000383096 RFPL2
ENSP00000383407 ENSP00000383407
ENSP00000384198 INO80D
ENSP00000384876 TRIM66
ENSP00000385122 SYCE3
ENSP00000389625 OR2M3
ENSP00000389792 DCDC1
ENSP00000390630 RIMBP3C
ENSP00000391504 CCDC173
ENSP00000392726 POM121L2
ENSP00000392936 RFPL4A
ENSP00000393847 PLA2G10
ENSP00000394510 PRR12
ENSP00000396040 PCED1B
ENSP00000396774 MUC20
ENSP00000397181 RGS4
ENSP00000397911 SP140L
ENSP00000398617 FAM71E2
ENSP00000398979 CYB561A3
ENSP00000400099 RIPOR1
ENSP00000400513 FASTKD1
ENSP00000401362 C15orf41
ENSP00000401566 ECD
ENSP00000403476 SH3D21
ENSP00000404042 TMED4
ENSP00000404464 CCBE1
ENSP00000405635 CNEP1R1
ENSP00000408005 SLC9A3R2
ENSP00000410858 NHLRC4
ENSP00000410925 GPR42
ENSP00000411827 GPR137
ENSP00000412388 C9orf172
ENSP00000414202 PPP6R1
ENSP00000414750 SKOR2
ENSP00000416892 EIF3L
ENSP00000416935 IZUMO1R
ENSP00000418210 ZMYND8
ENSP00000418529 NSFL1C
ENSP00000418667 RTL5
ENSP00000419119 OR10C1
ENSP00000419194 MSMP
ENSP00000420405 FSBP
ENSP00000420854 EFCAB12
ENSP00000426691 GOLGA8K
ENSP00000428220 IRGM
ENSP00000428281 LEPROTL1
ENSP00000431719 TAS2R43
ENSP00000433361 TMEM9B
ENSP00000433681 NCAPD3
ENSP00000434655 PCDHA8
ENSP00000434797 RNF170
ENSP00000435210 BCLAF1
ENSP00000436604 GALNT4
ENSP00000436714 HCAR3
ENSP00000438526 KLHL35
ENSP00000439056 HAUS5
ENSP00000439856 CHERP
ENSP00000441823 SALL3
ENSP00000442365 EML2
ENSP00000443772 PSMD9
ENSP00000444736 TAS2R30
ENSP00000445859 MPHOSPH9
ENSP00000447547 MRPL42
ENSP00000447852 POC1B-GALNT4
ENSP00000448220 KRT4
ENSP00000449223 ENSP00000449223
ENSP00000449334 ENSP00000449334
ENSP00000453019 TMEM250
ENSP00000453399 TMEM185B
ENSP00000454071 LDLR
ENSP00000454322 GOLGA8F
ENSP00000454407 GOLGA6L2
ENSP00000454437 ENSP00000454437
ENSP00000455298 GOLGA8S
ENSP00000456850 THEGL
ENSP00000456927 GOLGA8M
ENSP00000458130 GOLGA8G
ENSP00000462701 CDH8
ENSP00000466420 UQCR11
ENSP00000469019 ASCL5
ENSP00000469049 TNFSF14
ENSP00000005286 TMEM132A
ENSP00000013070 UBR7
ENSP00000019317 RALBP1
ENSP00000039989 TTC17
ENSP00000081029 MRPS35
ENSP00000157600 LMCD1
ENSP00000183605 CLDN18
ENSP00000184183 ROPN1
ENSP00000184956 HEATR6
ENSP00000190983 WISP2
ENSP00000201647 EPS8L1
ENSP00000215376 CBARP
ENSP00000215742 THAP7
ENSP00000215912 PIK3IP1
ENSP00000215939 CRYBB1
ENSP00000216214 FAM118A
ENSP00000218147 BCORL1
ENSP00000219097 ORC6
ENSP00000219299 CCDC113
ENSP00000221847 EBI3
ENSP00000221891 APLP1
ENSP00000222598 DLX5
ENSP00000222674 NPVF
ENSP00000222725 LFNG
ENSP00000223271 RARRES2
ENSP00000225603 CBX1
ENSP00000227618 ANAPC15
ENSP00000227665 APOA5
ENSP00000228799 ITFG2
ENSP00000228843 RAD51AP1
ENSP00000230036 GPLD1
ENSP00000230538 LAMA4
ENSP00000231668 BNIP1
ENSP00000237353 PMFBP1
ENSP00000241527 MTERF4
ENSP00000242819 CCDC70
ENSP00000243924 PI3
ENSP00000244763 SSR1
ENSP00000245957 CFAP61
ENSP00000246190 NECAB3
ENSP00000246551 HCST
ENSP00000246895 STATH
ENSP00000247194 L3HYPDH
ENSP00000247665 PHPT1
ENSP00000247879 TAS2R3
ENSP00000247881 TAS2R4
ENSP00000248306 METTL25
ENSP00000248420 CACTIN
ENSP00000251038 ZC3H14
ENSP00000252711 NDUFA10
ENSP00000253079 CCDC62
ENSP00000253332 AKAP12
ENSP00000254691 CARD6
ENSP00000256255 SARAF
ENSP00000256544 KATNBL1
ENSP00000257198 DSC1
ENSP00000257287 CEP135
ENSP00000257312 DZIP1
ENSP00000257359 ADAMTS8
ENSP00000257867 LACRT
ENSP00000259006 LIMD2
ENSP00000259229 CCDC115
ENSP00000259963 FAM8A1
ENSP00000260283 ARHGAP20
ENSP00000260372 HAUS2
ENSP00000260723 BTBD16
ENSP00000261191 INTS13
ENSP00000261862 THSD4
ENSP00000261881 TIPIN
ENSP00000262043 PHF3
ENSP00000262717 CDH20
ENSP00000262866 SLA2
ENSP00000263379 IL27RA
ENSP00000263674 ARHGEF17
ENSP00000264644 RAPGEFL1
ENSP00000264689 UFSP2
ENSP00000264833 OLFM2
ENSP00000264866 TBC1D19
ENSP00000265044 SSR3
ENSP00000266754 GAS2L3
ENSP00000267017 NPFF
ENSP00000267102 LMBR1L
ENSP00000267750 EMC4
ENSP00000269503 CBLN2
ENSP00000269701 AKAP8
ENSP00000270452 LILRB4
ENSP00000270800 IL22RA1
ENSP00000271643 ADAMTSL4
ENSP00000272638 UBXN4
ENSP00000272643 THSD7B
ENSP00000273153 CSRNP1
ENSP00000273173 SLC22A14
ENSP00000273371 PLA1A
ENSP00000273980 TBCK
ENSP00000275053 MMS22L
ENSP00000276185 FRMPD3
ENSP00000277657 CCDC7
ENSP00000279168 GPHA2
ENSP00000279783 OR8K1
ENSP00000281441 TMEM45B
ENSP00000281950 GEMIN6
ENSP00000282074 SPC25
ENSP00000282633 WASHC2A
ENSP00000284142 ASB17
ENSP00000284274 OTULIN
ENSP00000284617 CCSAP
ENSP00000285600 OR4K1
ENSP00000286688 C8orf37
ENSP00000288014 THTPA
ENSP00000289431 SPATA2
ENSP00000289805 SPATA2L
ENSP00000290079 TMEM141
ENSP00000290536 M1AP
ENSP00000290974 ZFYVE28
ENSP00000291527 TFF1
ENSP00000291971 NLRP8
ENSP00000292599 MAML1
ENSP00000293889 CCDC78
ENSP00000294338 PDZK1IP1
ENSP00000295268 STPG2
ENSP00000295324 CDC42EP3
ENSP00000295367 SPRR3
ENSP00000295542 DCST1
ENSP00000295966 C3orf67
ENSP00000296252 LIPH
ENSP00000296327 SLC51A
ENSP00000297267 FNDC1
ENSP00000297307 SLC35G3
ENSP00000297689 NFIL3
ENSP00000298642 OR4K2
ENSP00000299140 SPATA19
ENSP00000299192 HEATR3
ENSP00000299821 NCAPH2
ENSP00000300182 MS4A6E
ENSP00000300773 OR51B5
ENSP00000301272 TMIGD2
ENSP00000301329 GLOD4
ENSP00000301529 OR8J3
ENSP00000301920 MMADHC
ENSP00000301939 TMEM256
ENSP00000302199 OR10V1
ENSP00000302234 CCL11
ENSP00000302327 PYGO1
ENSP00000302833 GIMAP1
ENSP00000303028 TM4SF20
ENSP00000303398 MTBP
ENSP00000304032 STARD5
ENSP00000304762 SPACA5B
ENSP00000305065 ZBBX
ENSP00000305403 OR5T3
ENSP00000305422 CEBPB
ENSP00000305725 CHST11
ENSP00000305847 SPACA5
ENSP00000306320 GON7
ENSP00000306407 DBNDD1
ENSP00000306473 SHCBP1
ENSP00000306651 OR4C11
ENSP00000306670 NUDT16L1
ENSP00000306788 ARL6IP1
ENSP00000308022 TADA2B
ENSP00000308193 RNASEH2C
ENSP00000308575 FAM46D
ENSP00000308591 GAL3ST3
ENSP00000309673 OR52W1
ENSP00000310088 PTMS
ENSP00000310585 PCP2
ENSP00000310773 OR1L1
ENSP00000311035 CD200R1
ENSP00000311697 FGF5
ENSP00000312995 CLSPN
ENSP00000313384 OR1E1
ENSP00000313601 CC2D1A
ENSP00000314116 TMEM107
ENSP00000314396 PRMT9
ENSP00000314736 HYDIN
ENSP00000314807 IL1RAP
ENSP00000315357 ARL6IP6
ENSP00000315465 DSCAML1
ENSP00000315554 SPEM1
ENSP00000316054 DVL3
ENSP00000317333 NEUROG2
ENSP00000318716 FAM9B
ENSP00000318753 WFDC11
ENSP00000319009 TMEM45A
ENSP00000319308 RGS5
ENSP00000319322 OR4K13
ENSP00000319511 OR4K5
ENSP00000319601 OR4N2
ENSP00000319623 IGDCC4
ENSP00000319654 OR4M1
ENSP00000320251 NEPRO
ENSP00000320413 RAB23
ENSP00000320416 VPS37D
ENSP00000321370 ZBED2
ENSP00000322156 OR51L1
ENSP00000322486 OTOS
ENSP00000323199 C18orf32
ENSP00000323612 OR5T3
ENSP00000323688 OR5T2
ENSP00000323853 OR8K5
ENSP00000324392 RNF213
ENSP00000324827 AKAP17A
ENSP00000324870 SPINK6
ENSP00000326309 DEFB124
ENSP00000326340 ATG16L2
ENSP00000326841 SPATS2
ENSP00000327585 OR1D2
ENSP00000328671 WDR4
ENSP00000328677 C2CD4C
ENSP00000328977 RPH3AL
ENSP00000329210 OR2T10
ENSP00000329471 KDELR1
ENSP00000329794 TCEAL7
ENSP00000329880 PHACTR1
ENSP00000331214 SMIM23
ENSP00000331462 ZNF704
ENSP00000331787 METTL7A
ENSP00000332148 DZIP1L
ENSP00000333122 NR4A3
ENSP00000333194 RGS19
ENSP00000333593 NXPH4
ENSP00000334996 CCIN
ENSP00000334998 MT1B
ENSP00000335557 SLX4IP
ENSP00000335808 FAM192A
ENSP00000336627 SLITRK4
ENSP00000336750 SUPT7L
ENSP00000337044 C5orf24
ENSP00000337405 PCID2
ENSP00000337998 NCKAP5L
ENSP00000338523 FNDC3B
ENSP00000338812 C1QTNF6
ENSP00000339090 RBMX2
ENSP00000339404 ASCC1
ENSP00000339637 BRAT1
ENSP00000340220 C7orf26
ENSP00000340467 CARMIL3
ENSP00000340477 TMEM179
ENSP00000340590 RTL4
ENSP00000341360 COBLL1
ENSP00000341677 TPD52L3
ENSP00000341914 PTCHD4
ENSP00000342570 TREML4
ENSP00000342604 FAM184A
ENSP00000342755 RNF41
ENSP00000343000 IL19
ENSP00000343223 TCL1B
ENSP00000344219 SUSD4
ENSP00000344413 PSG5
ENSP00000344446 FGD6
ENSP00000344503 TMEM201
ENSP00000344551 MORN2
ENSP00000345716 NKAPL
ENSP00000346560 FILIP1L
ENSP00000346927 NAT6
ENSP00000347742 PDZD3
ENSP00000347823 KRT39
ENSP00000348799 ATF7IP2
ENSP00000349274 PPP1R26
ENSP00000349365 IL27
ENSP00000349496 ADPRH
ENSP00000349560 RAB4B
ENSP00000350369 MAFG
ENSP00000350378 GOLGA7
ENSP00000350415 GJA9
ENSP00000350881 GRAMD1C
ENSP00000351075 SUSD2
ENSP00000351466 OR5AC2
ENSP00000351618 PARD3B
ENSP00000351669 MANEA
ENSP00000352305 OR51A7
ENSP00000352513 MPZL1
ENSP00000352522 ATP6V1H
ENSP00000352995 ARHGEF18
ENSP00000353098 MCMBP
ENSP00000353142 GAL3ST4
ENSP00000354001 KRTAP12-2
ENSP00000354045 RRBP1
ENSP00000354313 GRAMD4
ENSP00000354536 ASTN1
ENSP00000354675 BHLHB9
ENSP00000354676 OSTC
ENSP00000355058 MTCP1
ENSP00000355241 TEX45
ENSP00000355265 MT-ATP8
ENSP00000355651 RAB4A
ENSP00000355760 DACT2
ENSP00000355922 CENPF
ENSP00000356033 TAGAP
ENSP00000356211 TMEM183A
ENSP00000356468 IVNS1ABP
ENSP00000356590 AXDND1
ENSP00000356828 RCSD1
ENSP00000357080 VSIG8
ENSP00000357156 CD5L
ENSP00000357323 YY1AP1
ENSP00000357683 CHTOP
ENSP00000357692 S100A16
ENSP00000357706 S100A5
ENSP00000358120 PLEKHO1
ENSP00000358170 FAM204A
ENSP00000358242 PNISR
ENSP00000358283 UFL1
ENSP00000358316 PLEKHS1
ENSP00000358888 SYPL2
ENSP00000358953 CUEDC2
ENSP00000359050 C10orf76
ENSP00000359340 NKAIN4
ENSP00000359356 EVI5
ENSP00000359375 FATE1
ENSP00000359634 GOLGA7B
ENSP00000359699 DNASE2B
ENSP00000359837 ZZZ3
ENSP00000360170 ANGPTL3
ENSP00000360315 TMEM61
ENSP00000360540 CEP55
ENSP00000360687 PTGDS
ENSP00000361640 SH3GLB2
ENSP00000361917 ARMCX1
ENSP00000362058 NDUFS5
ENSP00000362123 PLA2G12B
ENSP00000362217 DACH2
ENSP00000362304 ADAMTS14
ENSP00000362485 GARNL3
ENSP00000362682 OLFML2A
ENSP00000362711 TXLNA
ENSP00000362841 NKAIN1
ENSP00000363055 ZWINT
ENSP00000363482 WASHC2C
ENSP00000363824 TMEM38B
ENSP00000364243 PLA2G2F
ENSP00000364257 PLA2G2E
ENSP00000365176 TMEM51
ENSP00000365200 TEX30
ENSP00000365756 KIAA2013
ENSP00000366995 FRMPD1
ENSP00000367065 HES2
ENSP00000367219 OR13J1
ENSP00000367318 RGP1
ENSP00000368169 DVL1
ENSP00000368720 PLEKHN1
ENSP00000369045 SPINK4
ENSP00000369568 OR51B6
ENSP00000369573 OR51B4
ENSP00000369614 CNTROB
ENSP00000369677 EMILIN1
ENSP00000369728 OR52J3
ENSP00000369729 OR51A2
ENSP00000369731 OR51A4
ENSP00000369738 OR51T1
ENSP00000369798 UCN3
ENSP00000369921 ADAMTSL1
ENSP00000369943 GCOM1
ENSP00000370222 POMP
ENSP00000371271 PRH2
ENSP00000372410 RNASE13
ENSP00000373413 UFSP1
ENSP00000373937 PRTG
ENSP00000373948 CFAP69
ENSP00000374274 SSC5D
ENSP00000375093 TAS2R31
ENSP00000375151 KRTAP4-3
ENSP00000375234 KRTAP4-9
ENSP00000375236 KRTAP4-7
ENSP00000376162 HOMER3
ENSP00000376307 TEDC1
ENSP00000376403 GPRC5C
ENSP00000377370 IGSF11
ENSP00000377576 KRTAP9-9
ENSP00000377582 KRTAP4-12
ENSP00000377942 RSPRY1
ENSP00000378138 TMEM98
ENSP00000378516 OR10W1
ENSP00000378851 MAPK1IP1L
ENSP00000379183 PANX2
ENSP00000379201 VCPKMT
ENSP00000379612 TAX1BP1
ENSP00000379901 TMEM106B
ENSP00000380352 DDHD2
ENSP00000381005 KRTAP12-3
ENSP00000381081 RNASE4
ENSP00000381272 CD200R1L
ENSP00000381436 VGLL3
ENSP00000381468 SPINK13
ENSP00000381490 LARP4
ENSP00000381594 PCDHGB7
ENSP00000383563 ZG16
ENSP00000383911 UBAC2
ENSP00000384474 HYPK
ENSP00000384996 TBC1D10A
ENSP00000386170 TBX20
ENSP00000386348 SAPCD2
ENSP00000386870 DCDC2B
ENSP00000386918 KDELR3
ENSP00000387380 NECAB1
ENSP00000387739 AMOTL1
ENSP00000388920 RWDD4
ENSP00000389554 C2CD4D
ENSP00000391447 ASXL2
ENSP00000393154 FBXO15
ENSP00000393667 FAM126B
ENSP00000394049 SLA
ENSP00000395359 CADM1
ENSP00000396593 DYTN
ENSP00000398502 EEF2KMT
ENSP00000399588 GAB3
ENSP00000399718 MBIP
ENSP00000401966 OR1M1
ENSP00000402219 VSIG1
ENSP00000403293 FBXO43
ENSP00000403396 FAM126A
ENSP00000403987 C15orf40
ENSP00000404251 VGLL4
ENSP00000404432 LIMS4
ENSP00000404860 SCHIP1
ENSP00000406482 THSD7A
ENSP00000409256 CRACR2B
ENSP00000409382 CRACR2A
ENSP00000413479 KRT3
ENSP00000414302 SRSF12
ENSP00000414906 DCTN4
ENSP00000415517 C6orf10
ENSP00000416168 TRANK1
ENSP00000417656 COX7B
ENSP00000418081 CACNA2D2
ENSP00000418693 RWDD2B
ENSP00000418744 SH3GLB1
ENSP00000419417 C1orf52
ENSP00000419944 PXT1
ENSP00000420182 IQCJ-SCHIP1
ENSP00000422168 SH3BP2
ENSP00000424400 SPATS1
ENSP00000428343 RGS21
ENSP00000429243 STMN2
ENSP00000431759 CFAP54
ENSP00000431905 FAM71D
ENSP00000432870 CABYR
ENSP00000433721 C11orf54
ENSP00000434466 INTS4
ENSP00000434676 USP50
ENSP00000436450 TAS2R46
ENSP00000436500 GRAMD1B
ENSP00000441032 GRAMD1A
ENSP00000445905 EVI5L
ENSP00000446132 NAV3
ENSP00000446872 GATC
ENSP00000448219 TAS2R38
ENSP00000451369 ENSP00000451369
ENSP00000454746 ENSP00000454746
ENSP00000454833 ENSP00000454833
ENSP00000456566 RNF151
ENSP00000462945 MSL1
ENSP00000464100 ENSP00000464100
ENSP00000465075 SPC24
ENSP00000465894 MPPE1
ENSP00000466104 TMEM256-PLSCR3
ENSP00000469872 RAB4B-EGLN2
ENSP00000471857 NAV1
ENSP00000009530 CD74
ENSP00000011473 SYPL1
ENSP00000046087 ZPBP
ENSP00000053243 TNFRSF17
ENSP00000064571 CBLN4
ENSP00000156825 MBD3
ENSP00000177648 ALPK1
ENSP00000204726 GOLGA3
ENSP00000209540 OR1I1
ENSP00000210633 SEMA4G
ENSP00000215115 BCL7C
ENSP00000217109 CSTF1
ENSP00000219197 CBLN1
ENSP00000222157 FGF21
ENSP00000223368 BCL7B
ENSP00000225388 NUFIP2
ENSP00000225576 TVP23C
ENSP00000225844 CCL13
ENSP00000226105 RANGRF
ENSP00000227520 CCDC86
ENSP00000227752 IL10RA
ENSP00000228918 LTBR
ENSP00000229134 IL26
ENSP00000232496 TUSC2
ENSP00000232519 C3orf14
ENSP00000234301 COX7A2L
ENSP00000235090 WDR77
ENSP00000237201 SPACA1
ENSP00000238156 CCDC92
ENSP00000240123 SORBS3
ENSP00000240333 SLC35B1
ENSP00000242505 FAM149B1
ENSP00000244296 PSG1
ENSP00000244565 UNC5CL
ENSP00000245543 ARMC7
ENSP00000245810 PSPN
ENSP00000246100 FAM110A
ENSP00000256366 SYNJ2BP
ENSP00000256545 EMC7
ENSP00000257909 TROAP
ENSP00000259351 RALGPS1
ENSP00000259631 CCL27
ENSP00000259873 MRPS18B
ENSP00000260505 TTLL7
ENSP00000261275 FAM189A1
ENSP00000261556 TMEM260
ENSP00000262102 MTUS1
ENSP00000262127 CEP76
ENSP00000262428 COTL1
ENSP00000262622 CHST8
ENSP00000263697 DNAJC8
ENSP00000264734 CLDN16
ENSP00000264779 GPBP1
ENSP00000265036 DEPDC1B
ENSP00000265371 NRP1
ENSP00000266077 SLC2A4RG
ENSP00000266529 ZCRB1
ENSP00000267113 ESYT1
ENSP00000267202 VPS37B
ENSP00000267859 BNIP2
ENSP00000267938 UBE2Q2
ENSP00000268070 ADAMTS17
ENSP00000269221 C18orf8
ENSP00000270077 PSG9
ENSP00000270238 LMTK3
ENSP00000270642 IGLON5
ENSP00000272641 NXPH2
ENSP00000273037 TAMM41
ENSP00000273347 NXPE3
ENSP00000274487 ADAMTS19
ENSP00000274853 PPP1R18
ENSP00000276077 GPR174
ENSP00000277526 LCN9
ENSP00000277570 PROSER2
ENSP00000278174 BTBD10
ENSP00000278426 SLC43A1
ENSP00000278505 ENDOD1
ENSP00000280057 FAM124A
ENSP00000280083 CTAGE5
ENSP00000280245 CCDC83
ENSP00000281129 CEP128
ENSP00000283285 CD96
ENSP00000285116 SKA1
ENSP00000285279 VOPP1
ENSP00000285871 CCDC146
ENSP00000285873 GEMIN5
ENSP00000286523 ELMSAN1
ENSP00000286732 CFAP161
ENSP00000286800 BACH1
ENSP00000287727 ZFYVE9
ENSP00000288065 ARMC12
ENSP00000288757 C12orf43
ENSP00000289902 FCER1G
ENSP00000291560 HSF2BP
ENSP00000291691 C21orf58
ENSP00000292114 TMEM199
ENSP00000292211 UBE2Q1
ENSP00000292779 CCDC116
ENSP00000293525 KRT86
ENSP00000293778 CXCL16
ENSP00000294119 UBXN1
ENSP00000294309 TPCN2
ENSP00000294800 FCGR3B
ENSP00000295030 PEX13
ENSP00000295117 CFAP36
ENSP00000295213 SPATA18
ENSP00000295981 IL17RC
ENSP00000296003 MTMR14
ENSP00000296597 NDUFAF2
ENSP00000297142 NEUROD6
ENSP00000297532 FASTK
ENSP00000297591 VIRMA
ENSP00000298130 SPTSSA
ENSP00000298966 SMCO4
ENSP00000299157 IKBIP
ENSP00000299238 HPS6
ENSP00000299340 CYYR1
ENSP00000299563 RNF169
ENSP00000299633 HDGFL3
ENSP00000299638 POLR2M
ENSP00000299866 TVP23A
ENSP00000300006 C16orf45
ENSP00000300128 NEMP1
ENSP00000300145 ATP23
ENSP00000301190 ANKRD33
ENSP00000301242 PPP1R14A
ENSP00000301286 PLIN4
ENSP00000301407 CGB1
ENSP00000301457 NDUFA7
ENSP00000301765 VPS37C
ENSP00000302260 C8orf46
ENSP00000302918 C11orf40
ENSP00000303468 ZCCHC4
ENSP00000303549 GPR82
ENSP00000303634 LRP8
ENSP00000304327 COPRS
ENSP00000305138 MCRIP2
ENSP00000305654 TVP23B
ENSP00000306003 ATP5I
ENSP00000306396 RNF187
ENSP00000307132 CST5
ENSP00000307155 RBMY1F
ENSP00000307552 NINJ2
ENSP00000308764 OR52I2
ENSP00000309782 MRGPRF
ENSP00000309831 SNUPN
ENSP00000310901 CSRP2
ENSP00000311184 WFIKKN2
ENSP00000311399 DSCR3
ENSP00000311712 RTP1
ENSP00000312107 UBXN2A
ENSP00000312185 ELMO1
ENSP00000312244 MSL3
ENSP00000312672 TMEM136
ENSP00000312702 DEFB114
ENSP00000312770 C2orf69
ENSP00000313226 CTXN1
ENSP00000313500 C17orf53
ENSP00000314655 TSC22D3
ENSP00000314946 RPRM
ENSP00000315568 AVL9
ENSP00000316740 TTC29
ENSP00000316782 NBPF3
ENSP00000317674 APOL1
ENSP00000318629 VPS37A
ENSP00000318804 CRLF3
ENSP00000318883 BCL2L13
ENSP00000319281 BASP1
ENSP00000321419 OR4C3
ENSP00000321449 RRP7A
ENSP00000321737 MROH1
ENSP00000322273 OLFML3
ENSP00000322532 PELI3
ENSP00000323075 GAPT
ENSP00000324025 CGREF1
ENSP00000324292 FBF1
ENSP00000324403 PHF21B
ENSP00000324651 TMEM108
ENSP00000324687 OR2T33
ENSP00000324741 C7orf43
ENSP00000325561 TMC8
ENSP00000325589 PTPRCAP
ENSP00000325738 TNP2
ENSP00000325958 PTPMT1
ENSP00000326063 TMEM39A
ENSP00000326411 CWF19L1
ENSP00000326649 HPS1
ENSP00000327124 MIEF1
ENSP00000327608 ADAMTSL5
ENSP00000327763 NLRP10
ENSP00000328364 MAFA
ENSP00000328524 DENND5A
ENSP00000329040 FAM174B
ENSP00000329735 FAM212A
ENSP00000329915 PSMG1
ENSP00000329926 CALHM1
ENSP00000329943 LRRC36
ENSP00000330426 C1QTNF8
ENSP00000331106 PEX26
ENSP00000331581 C11orf87
ENSP00000331704 XKR3
ENSP00000331789 OR10J3
ENSP00000332215 PSG3
ENSP00000332592 SPAG16
ENSP00000332791 KLHL15
ENSP00000333358 RNASE10
ENSP00000333441 TREX2
ENSP00000333456 RAI2
ENSP00000333724 OR6X1
ENSP00000334441 OR10J5
ENSP00000334840 PNRC2
ENSP00000335247 STARD10
ENSP00000335255 ANGPTL5
ENSP00000335325 CCDC73
ENSP00000335382 DEFB128
ENSP00000336724 TBC1D22A
ENSP00000336866 RBBP9
ENSP00000337159 ZFYVE16
ENSP00000337477 SINHCAF
ENSP00000337632 SARNP
ENSP00000338783 CHST5
ENSP00000339067 FGFBP3
ENSP00000339971 MROH8
ENSP00000340578 RASSF6
ENSP00000340864 C1QTNF1
ENSP00000341364 TMEM230
ENSP00000341412 PLET1
ENSP00000341737 NECAP1
ENSP00000342114 ICAM4
ENSP00000342356 OSTN
ENSP00000342448 OR5W2
ENSP00000342935 SDCBP2
ENSP00000344041 SYNGR4
ENSP00000344424 SUSD6
ENSP00000345216 USP54
ENSP00000345826 PMEPA1
ENSP00000346478 ADAMTSL2
ENSP00000346483 DDRGK1
ENSP00000347444 TDRD7
ENSP00000347548 RNF220
ENSP00000347586 CCDC69
ENSP00000348145 C14orf178
ENSP00000348394 NCDN
ENSP00000349359 SASH3
ENSP00000349971 CEACAM3
ENSP00000350467 NAT9
ENSP00000351138 MIGA2
ENSP00000351937 C17orf80
ENSP00000352163 LYPD2
ENSP00000352182 FAM86C1
ENSP00000352288 PLXNB2
ENSP00000352295 CGB2
ENSP00000352420 LDLRAD4
ENSP00000352458 PLGLB2
ENSP00000352497 SLC25A44
ENSP00000352668 RBM12
ENSP00000352704 NOL4L
ENSP00000352841 CEP57L1
ENSP00000352962 PLPPR3
ENSP00000353093 TCEAL8
ENSP00000353343 OR52M1
ENSP00000353373 CUEDC1
ENSP00000353516 OR2W3
ENSP00000353887 FAM153A
ENSP00000354070 FAM177B
ENSP00000354580 MRPL21
ENSP00000354583 MFAP3L
ENSP00000354622 RUNDC1
ENSP00000354730 CHAMP1
ENSP00000354883 UBL7
ENSP00000354884 RASSF9
ENSP00000354888 CCDC152
ENSP00000354891 FAM163A
ENSP00000355028 DZIP3
ENSP00000355299 TSEN15
ENSP00000355902 GPATCH2
ENSP00000356063 IL20
ENSP00000356121 LEMD1
ENSP00000356189 IPCEF1
ENSP00000356437 SASH1
ENSP00000356470 SWT1
ENSP00000356733 MROH9
ENSP00000356989 PFDN2
ENSP00000356992 ARHGAP30
ENSP00000357036 SLAMF6
ENSP00000357234 TSACC
ENSP00000357556 VENTX
ENSP00000357791 HRNR
ENSP00000357836 SNX27
ENSP00000357901 SCNM1
ENSP00000357917 MLLT11
ENSP00000358019 NSMCE4A
ENSP00000358062 CRYBG1
ENSP00000358071 SEC23IP
ENSP00000358099 RGS10
ENSP00000358999 TMEM187
ENSP00000359170 DPCD
ENSP00000359234 PDZD7
ENSP00000359410 EPHX4
ENSP00000359557 LDOC1
