ensembl_peptide_id hgnc_symbol
ENSP00000302676 GPR22
ENSP00000302719 KCNAB3
ENSP00000302846 PTGER4
ENSP00000302855 ZNF280A
ENSP00000302896 RPS9
ENSP00000302968 CDY1
ENSP00000303149 GPR27
ENSP00000303178 CDY1B
ENSP00000303424 PTGDR
ENSP00000303686 NTSR2
ENSP00000303754 PPID
ENSP00000303775 PROKR1
ENSP00000304133 SCG2
ENSP00000304414 CXCR6
ENSP00000304501 ADORA2B
ENSP00000304736 ELOVL6
ENSP00000304985 ZFX
ENSP00000305651 CXCL10
ENSP00000305675 CAVIN2
ENSP00000305702 KCTD19
ENSP00000305877 NMUR1
ENSP00000305958 STIP1
ENSP00000306129 DRD5
ENSP00000306138 GRM5
ENSP00000306163 ANKRD2
ENSP00000306449 GPR37
ENSP00000306614 PPIH
ENSP00000306662 ADRA1B
ENSP00000306884 CXCL11
ENSP00000306906 RNF181
ENSP00000307288 MCM7
ENSP00000307445 LTB4R
ENSP00000307766 HTR1E
ENSP00000307822 NPFFR2
ENSP00000308383 LSP1
ENSP00000308549 ADORA1
ENSP00000308717 MRPL48
ENSP00000309493 GPRC6A
ENSP00000309710 SLC39A1
ENSP00000309823 FOXP4
ENSP00000309968 ADAM17
ENSP00000310015 ADAT1
ENSP00000310520 ERCC4
ENSP00000310770 GLIPR1L1
ENSP00000310880 MAL
ENSP00000311083 CKS1B
ENSP00000311291 SLCO2A1
ENSP00000311430 RPL4
ENSP00000312021 FUT1
ENSP00000312981 USP39
ENSP00000313933 BICRAL
ENSP00000314151 KLK3
ENSP00000314348 DDX10
ENSP00000314505 MCM9
ENSP00000315743 CCNG2
ENSP00000315950 RNF32
ENSP00000317123 SNRNP200
ENSP00000317385 GLIPR1L2
ENSP00000318227 DCAF8
ENSP00000318902 FOXP1
ENSP00000319417 SKA3
ENSP00000320324 NPEPPS
ENSP00000321259 TALDO1
ENSP00000324287 ACAP2
ENSP00000325136 HADHB
ENSP00000326018 PRX
ENSP00000326538 CLEC18C
ENSP00000326806 NCBP2
ENSP00000326870 DRC3
ENSP00000326981 IMP3
ENSP00000327440 BMP8A
ENSP00000328269 HMG20B
ENSP00000328570 GLRX5
ENSP00000329697 PLPP2
ENSP00000330382 PDGFB
ENSP00000330460 DDX59
ENSP00000330730 COA5
ENSP00000330836 GLRX3
ENSP00000331867 TAS1R1
ENSP00000331897 IDH2
ENSP00000332151 DSE
ENSP00000333664 ACAA1
ENSP00000333896 RPS6KA4
ENSP00000333946 COQ6
ENSP00000335196 GLDN
ENSP00000336856 HMG20A
ENSP00000337008 ZNF644
ENSP00000337386 ZFP36L1
ENSP00000337443 NXN
ENSP00000337445 ELAC2
ENSP00000337641 PPP2R5E
ENSP00000337889 MXD4
ENSP00000338276 CRISP1
ENSP00000339047 LRRC61
ENSP00000340526 UTS2B
ENSP00000341051 CLEC18B
ENSP00000341562 B4GALNT1
ENSP00000341828 CHIA
ENSP00000341848 GOLGB1
ENSP00000342121 RNF6
ENSP00000342216 ABCA9
ENSP00000342510 CEP97
ENSP00000343040 HMGB1
ENSP00000344173 GRM8
ENSP00000344233 LRRC43
ENSP00000344411 TAS1R3
ENSP00000344635 CCNG1
ENSP00000344724 TOX2
ENSP00000345083 MAP2K3
ENSP00000345230 TPM4
ENSP00000345282 GPT2
ENSP00000345395 PAPLN
ENSP00000346017 CALCB
ENSP00000346120 DDX21
ENSP00000348069 SREBF1
ENSP00000349768 DCHS2
ENSP00000349884 GALP
ENSP00000349977 MVP
ENSP00000350348 GRM7
ENSP00000351926 AP2A1
ENSP00000352257 XRCC6
ENSP00000352271 XRCC2
ENSP00000352272 MYOZ1
ENSP00000352463 TCF20
ENSP00000352655 SLC39A10
ENSP00000352706 HIBCH
ENSP00000353538 LRRCC1
ENSP00000353720 CES1
ENSP00000353731 DPP4
ENSP00000353770 RRM2
ENSP00000353920 ADARB1
ENSP00000354080 SCUBE1
ENSP00000354554 MT-CYB
ENSP00000354775 PJA2
ENSP00000355014 PJA1
ENSP00000355279 CNOT7
ENSP00000355316 GRM3
ENSP00000355317 WDTC1
ENSP00000355377 AKR7A3
ENSP00000355536 MTR
ENSP00000356015 ACAT2
ENSP00000356198 CHIT1
ENSP00000356623 CITED2
ENSP00000356814 DCAF6
ENSP00000356825 ADCY10
ENSP00000357535 ECHS1
ENSP00000357879 PSMD4
ENSP00000358159 ASCC3
ENSP00000358470 VTCN1
ENSP00000358532 RBM20
ENSP00000358716 DDX20
ENSP00000358747 OVGP1
ENSP00000358763 CHI3L2
ENSP00000359022 ELOVL3
ENSP00000359393 HMGB3
ENSP00000360200 PATJ
ENSP00000360215 ZBP1
ENSP00000360310 SPO11
ENSP00000360577 ECHDC2
ENSP00000360828 DDX27
ENSP00000361110 GBGT1
ENSP00000361467 DLG5
ENSP00000361562 CTSA
ENSP00000361731 TBC1D13
ENSP00000361915 BMP8B
ENSP00000362195 CSF3R
ENSP00000362353 GLP1R
ENSP00000362381 TOR2A
ENSP00000362687 DDX50
ENSP00000362778 PI16
ENSP00000363128 DEC1
ENSP00000363296 GRM4
ENSP00000363338 UBXN11
ENSP00000363394 SLC30A2
ENSP00000363614 HMGCL
ENSP00000364520 TAS1R2
ENSP00000364855 MSH5
ENSP00000364883 AUH
ENSP00000364976 CKS2
ENSP00000365320 PAGE1
ENSP00000365991 DNAJC3
ENSP00000366314 TRPM3
ENSP00000366641 SLC2A5
ENSP00000367001 DPP6
ENSP00000367196 GLIPR2
ENSP00000367208 SUGT1
ENSP00000367265 CKAP4
ENSP00000367323 KCNAB2
ENSP00000368005 CCNI2
ENSP00000368109 ACCSL
ENSP00000368174 MCM8
ENSP00000368244 CHGB
ENSP00000368405 GDPGP1
ENSP00000368798 MBTPS2
ENSP00000369461 ECI2
ENSP00000369497 BRCA2
ENSP00000369820 PIGA
ENSP00000370083 SMN1
ENSP00000370119 SMN2
ENSP00000370607 TECRL
ENSP00000370713 ADARB2
ENSP00000370748 IDI1
ENSP00000371798 FSCN1
ENSP00000371800 RNF215
ENSP00000372319 CDY2B
ENSP00000374280 RTF1
ENSP00000374390 GPR149
ENSP00000374566 KIF19
ENSP00000375748 FUT2
ENSP00000376443 ABCA5
ENSP00000376855 DPP10
ENSP00000376910 LRRIQ1
ENSP00000376952 EME1
ENSP00000377862 FAT4
ENSP00000377914 CIAPIN1
ENSP00000378356 KIF20A
ENSP00000378408 GPT
ENSP00000378492 GRM2
ENSP00000379475 DDX39B
ENSP00000379680 NAGA
ENSP00000380033 DDX17
ENSP00000380505 NEB
ENSP00000380718 CDYL
ENSP00000380872 PGBD4
ENSP00000380897 TRPM1
ENSP00000381003 TTC28
ENSP00000381654 HMGCLL1
ENSP00000383594 TMEM242
ENSP00000383698 SLC2A7
ENSP00000384211 PSME4
ENSP00000384490 CBX6
ENSP00000385328 RNF43
ENSP00000386200 FOXP2
ENSP00000386738 KCMF1
ENSP00000387564 HMCN2
ENSP00000388550 RNF24
ENSP00000389026 CRISP3
ENSP00000390621 TDRD12
ENSP00000392995 RNF103-CHMP3
ENSP00000393963 KIFC1
ENSP00000396308 DHFR
ENSP00000396755 CNTD2
ENSP00000397297 NTF3
ENSP00000401435 VPS53
ENSP00000401802 PSMC6
ENSP00000405222 DCAF8L1
ENSP00000405455 TKT
ENSP00000406229 FAT1
ENSP00000411658 ADCYAP1
ENSP00000412324 PPP2R5C
ENSP00000413234 AP2A2
ENSP00000413632 MCMDC2
ENSP00000415011 SLC30A8
ENSP00000417871 MSH5-SAPCD1
ENSP00000417963 PPP2R5D
ENSP00000418960 BRCA1
ENSP00000419952 KCNAB1
ENSP00000420127 RAB9A
ENSP00000420194 CASR
ENSP00000420588 TFAM
ENSP00000425840 RNF150
ENSP00000429214 HMGB4
ENSP00000430237 RNF130
ENSP00000433757 TTC12
ENSP00000436585 ECHDC1
ENSP00000443824 ZNRF3
ENSP00000452037 DNAL1
ENSP00000453129 GALK2
ENSP00000454748 LRRC9
ENSP00000462745 DCAF8L2
ENSP00000465737 ENSP00000465737
ENSP00000467958 ENSP00000467958
ENSP00000008527 CRY1
ENSP00000009180 CD9
ENSP00000011653 CD4
ENSP00000011898 TSPAN9
ENSP00000158771 DERL2
ENSP00000164024 CELSR3
ENSP00000173229 NTN1
ENSP00000194530 STRADB
ENSP00000199764 CEACAM6
ENSP00000201586 SULT2B1
ENSP00000205890 MYO15A
ENSP00000215375 ATP5D
ENSP00000216068 DNAL4
ENSP00000216181 MYH9
ENSP00000216185 TXN2
ENSP00000216237 L3MBTL2
ENSP00000216286 NID2
ENSP00000216513 SIX4
ENSP00000216799 EMC9
ENSP00000218197 SLC25A14
ENSP00000219252 POLR2C
ENSP00000220509 VPS18
ENSP00000220562 EXTL3
ENSP00000221992 CEACAM5
ENSP00000222002 SULT2A1
ENSP00000222145 RASIP1
ENSP00000222271 COMP
ENSP00000222275 UPK1A
ENSP00000222399 LAMB1
ENSP00000222726 HOXA5
ENSP00000222747 TSPAN12
ENSP00000223369 YKT6
ENSP00000226207 MYH1
ENSP00000226253 ALDOC
ENSP00000226444 SULT1E1
ENSP00000226578 MANBA
ENSP00000228510 MVK
ENSP00000229332 CLEC4A
ENSP00000230381 PRPH2
ENSP00000232607 UMPS
ENSP00000234392 VAX2
ENSP00000238936 MFSD13A
ENSP00000240488 MND1
ENSP00000241124 GJB6
ENSP00000242210 NT5C3A
ENSP00000242375 AKR1D1
ENSP00000243389 SLC36A1
ENSP00000244336 CEACAM8
ENSP00000245503 MYH2
ENSP00000246069 DSTN
ENSP00000247225 SGPP1
ENSP00000247829 TSPAN8
ENSP00000248070 EPS15L1
ENSP00000249910 MBD4
ENSP00000250018 TPH1
ENSP00000250056 PIMREG
ENSP00000250113 FXR2
ENSP00000250894 MAPK8IP3
ENSP00000251287 HCN2
ENSP00000252172 MYH13
ENSP00000252338 FAM155B
ENSP00000252825 HRC
ENSP00000253457 EMC8
ENSP00000254351 SDC1
ENSP00000254657 PER2
ENSP00000254719 RPA1
ENSP00000254810 H3F3B
ENSP00000254846 KDM6B
ENSP00000254908 PCBD2
ENSP00000255108 DPH2
ENSP00000255175 SERINC3
ENSP00000255194 AP3B1
ENSP00000255381 MYH4
ENSP00000255641 CSNK1G2
ENSP00000256103 PMP2
ENSP00000256496 ARL8B
ENSP00000256646 NOTCH2
ENSP00000256733 SAA2
ENSP00000256854 NARS
ENSP00000257700 RINT1
ENSP00000257857 CD63
ENSP00000257910 TSPAN31
ENSP00000258787 MYO1G
ENSP00000260257 FDXACB1
ENSP00000260643 PREB
ENSP00000260653 SIX3
ENSP00000261177 TSPAN11
ENSP00000261332 ZNF24
ENSP00000261434 LIAS
ENSP00000261483 MAN2A1
ENSP00000261588 KIAA0556
ENSP00000261839 MYO5C
ENSP00000261917 HCN4
ENSP00000262013 SPAG9
ENSP00000262067 TSPAN13
ENSP00000262186 KCNH2
ENSP00000262238 YY1
ENSP00000262269 MYH14
ENSP00000262302 NUBP2
ENSP00000262738 CELSR1
ENSP00000262873 MYH7B
ENSP00000262895 GRIK5
ENSP00000262953 TLE2
ENSP00000262999 UCP1
ENSP00000263083 DPH1
ENSP00000263121 SMARCB1
ENSP00000263126 AKR1C4
ENSP00000263270 AP2S1
ENSP00000263274 LIG1
ENSP00000263368 BLVRB
ENSP00000263388 NOTCH3
ENSP00000263645 CD81
ENSP00000263774 NDUFS3
ENSP00000263991 EHBP1
ENSP00000264010 CTCF
ENSP00000264065 DNAJC10
ENSP00000264161 DARS
ENSP00000264234 UPK1B
ENSP00000264596 NEIL3
ENSP00000264663 NNT
ENSP00000264674 MECOM
ENSP00000264705 CAD
ENSP00000264930 SLC12A7
ENSP00000264951 XRN1
ENSP00000265107 WDR70
ENSP00000265394 CPVL
ENSP00000265459 NRXN2
ENSP00000265944 MYO3A
ENSP00000266037 DOCK3
ENSP00000266397 ERP27
ENSP00000266744 ASCL1
ENSP00000267953 BCL2A1
ENSP00000267970 TSPAN3
ENSP00000268124 POLG
ENSP00000269243 MYH10
ENSP00000269848 PFKL
ENSP00000269980 BCKDHA
ENSP00000270235 NTN5
ENSP00000270722 PRDM16
ENSP00000271332 CELSR2
ENSP00000271751 KCNH1
ENSP00000272217 ARL8A
ENSP00000272227 PDIA6
ENSP00000272425 NAT8
ENSP00000272771 TMEFF2
ENSP00000273320 ZKSCAN7
ENSP00000273353 MYH15
ENSP00000276079 NONO
ENSP00000277120 NTRK2
ENSP00000277541 NOTCH1
ENSP00000278780 OVOL2
ENSP00000278833 ROM1
ENSP00000280481 FREM2
ENSP00000281038 NARS2
ENSP00000281081 NUBPL
ENSP00000281741 TXNDC16
ENSP00000282096 PDE3B
ENSP00000283027 NUBP1
ENSP00000283684 ATP8B1
ENSP00000283875 GTF2E1
ENSP00000284268 ANKH
ENSP00000284503 NEIL2
ENSP00000285039 MYO5B
ENSP00000286398 SMC2
ENSP00000288235 MYO1E
ENSP00000289371 EIF5B
ENSP00000290541 PSMB4
ENSP00000293404 NAGS
ENSP00000293973 NTN3
ENSP00000294053 CLPB
ENSP00000294816 LMX1A
ENSP00000295206 EN1
ENSP00000295290 PACRGL
ENSP00000296417 H2AFZ
ENSP00000296585 ITGA2
ENSP00000296682 PRDM9
ENSP00000296777 CARTPT
ENSP00000296980 IL22RA2
ENSP00000297205 STEAP1
ENSP00000297283 PGAM2
ENSP00000297375 EN2
ENSP00000298281 PCF11
ENSP00000298375 AKR1E2
ENSP00000298596 STOX1
ENSP00000299543 CTDP1
ENSP00000300119 MYO1A
ENSP00000300648 GCN1
ENSP00000301788 POLR2G
ENSP00000302111 MGMT
ENSP00000302310 ZNF396
ENSP00000302564 BCL2L1
ENSP00000302728 GUSB
ENSP00000303147 MAT2A
ENSP00000304198 MBD3L1
ENSP00000304429 SNX7
ENSP00000304440 HAS3
ENSP00000304502 SIX2
ENSP00000305465 PDILT
ENSP00000305480 FEN1
ENSP00000305664 TRABD
ENSP00000305777 CSNK1G1
ENSP00000305852 TM4SF4
ENSP00000305941 USH2A
ENSP00000306223 SNRPN
ENSP00000306382 MYO1B
ENSP00000306522 CAMTA1
ENSP00000306697 MRAP
ENSP00000306991 HAS2
ENSP00000307046 SDC2
ENSP00000307208 BPTF
ENSP00000307272 RPTOR
ENSP00000307342 HCN1
ENSP00000307525 NMD3
ENSP00000307701 TSPAN5
ENSP00000308149 AMZ1
ENSP00000308733 GPR151
ENSP00000308741 CLOCK
ENSP00000308908 GPR148
ENSP00000309036 TSPAN17
ENSP00000309259 ALAS1
ENSP00000309430 PIGS
ENSP00000309818 TRHR
ENSP00000310623 ISCU
ENSP00000311010 ELF5
ENSP00000311336 ATP8B3
ENSP00000311505 IQCB1
ENSP00000311713 OXSR1
ENSP00000311873 EXO1
ENSP00000312029 UCP2
ENSP00000312606 AKR1A1
ENSP00000312987 HNF4A
ENSP00000313171 ATAD5
ENSP00000313454 UBA6
ENSP00000313699 HEPHL1
ENSP00000314132 BOK
ENSP00000314223 GPR88
ENSP00000314608 KLHL11
ENSP00000314992 RRH
ENSP00000315011 EDNRA
ENSP00000315112 RNF31
ENSP00000315137 SGPP2
ENSP00000315477 CD209
ENSP00000315774 NDUFS8
ENSP00000316244 HTR1A
ENSP00000316842 SIX5
ENSP00000317686 ZFP42
ENSP00000318077 MC5R
ENSP00000318977 GEN1
ENSP00000319250 GPR62
ENSP00000319486 TSPAN16
ENSP00000319531 GCSH
ENSP00000320347 ZFP3
ENSP00000321326 F2R
ENSP00000321424 SLC34A1
ENSP00000321427 KCNH5
ENSP00000321805 RIT2
ENSP00000321988 SULT1A1
ENSP00000322323 FAM20C
ENSP00000322570 POLE
ENSP00000322924 HTR1F
ENSP00000322991 BCAT2
ENSP00000323313 PDIA5
ENSP00000323421 SMC1A
ENSP00000323439 SMC6
ENSP00000323516 UTS2R
ENSP00000323740 UCP3
ENSP00000324101 CD151
ENSP00000324270 OXTR
ENSP00000324527 MYO1D
ENSP00000325326 ZNF335
ENSP00000327417 GPR39
ENSP00000328596 SIX6
ENSP00000328789 AP1S2
ENSP00000328835 TOP1MT
ENSP00000328939 UTY
ENSP00000329093 TPH2
ENSP00000329539 DUSP8
ENSP00000329623 BCL2
ENSP00000329684 GALR2
ENSP00000330284 NPBWR1
ENSP00000331435 MBD3L5
ENSP00000331600 GPR173
ENSP00000331727 KCNH7
ENSP00000332013 ZGPAT
ENSP00000332325 ZNF703
ENSP00000332369 ALAS2
ENSP00000332591 NPY2R
ENSP00000332721 TANGO2
ENSP00000333142 PLA2G6
ENSP00000333183 MBD3L3
ENSP00000333266 UBA7
ENSP00000333591 SLC35D3
ENSP00000333744 GPR19
ENSP00000333813 ALG12
ENSP00000333821 MC2R
ENSP00000333873 CIB1
ENSP00000333982 NDEL1
ENSP00000334130 EMSY
ENSP00000334563 MYO18B
ENSP00000335158 GPR142
ENSP00000335544 CCKBR
ENSP00000336630 ADORA2A
ENSP00000336655 STRADA
ENSP00000336666 AP1S1
ENSP00000336764 OPRL1
ENSP00000336927 ALDOA
ENSP00000337746 ISYNA1
ENSP00000337862 OVOL1
ENSP00000337946 PACRG
ENSP00000337949 HTR7
ENSP00000338072 AVPR2
ENSP00000338283 NPAS2
ENSP00000338349 NRXN3
ENSP00000338413 UBA1
ENSP00000339027 RPLP0
ENSP00000339377 NPY5R
ENSP00000339730 THBS4
ENSP00000340914 SYT3
ENSP00000341382 SMC4
ENSP00000342481 ATP9A
ENSP00000342560 HRH3
ENSP00000342889 POLR2K
ENSP00000342962 SERINC1
ENSP00000343741 ATR
ENSP00000344871 MYO1F
ENSP00000345771 PFKM
ENSP00000347170 NEIL1
ENSP00000347684 LMX1B
ENSP00000348278 STK39
ENSP00000348918 SAA1
ENSP00000349003 PTGER3
ENSP00000350036 SMC1B
ENSP00000350170 FXR1
ENSP00000350256 CCR9
ENSP00000350937 TES
ENSP00000351284 RAD52
ENSP00000351755 LPAR1
ENSP00000352427 RGR
ENSP00000352584 AKR1B10
ENSP00000352673 ELF3
ENSP00000352839 NPSR1
ENSP00000353904 CSNK1G3
ENSP00000353915 HTR4
ENSP00000354255 CPZ
ENSP00000354652 NPY1R
ENSP00000354859 DRD2
ENSP00000354957 SMC5
ENSP00000355031 PER3
ENSP00000355370 CNTF
ENSP00000355512 OPN3
ENSP00000355599 TSNAX
ENSP00000355629 COG2
ENSP00000356094 AVPR1B
ENSP00000356251 GPR37L1
ENSP00000356348 PCMT1
ENSP00000356436 PLA2G4A
ENSP00000356658 GPR52
ENSP00000356708 OLIG3
ENSP00000356908 TAAR2
ENSP00000356991 NECTIN4
ENSP00000357342 HCN3
ENSP00000357362 THBS3
ENSP00000358511 CNR1
ENSP00000358708 SNAP91
ENSP00000358730 TMIGD3
ENSP00000358783 NPBWR2
ENSP00000358945 OPN1MW2
ENSP00000358963 HTR1B
ENSP00000358967 OPN1LW
ENSP00000359532 NTSR1
ENSP00000359643 LPAR3
ENSP00000359793 PTGFR
ENSP00000359899 HCRTR2
ENSP00000360124 PGM1
ENSP00000360255 OPN5
ENSP00000360398 SLC25A27
ENSP00000360538 FFAR4
ENSP00000360973 AGTR2
ENSP00000361057 SURF4
ENSP00000361087 SNCG
ENSP00000361141 OPN4
ENSP00000361298 KIF2C
ENSP00000361508 PLTP
ENSP00000362144 MCU
ENSP00000362616 NAP1L2
ENSP00000362746 GPR21
ENSP00000362758 ZBTB26
ENSP00000362810 HCRTR1
ENSP00000363136 GPR3
ENSP00000363397 UGCG
ENSP00000363431 NPY4R
ENSP00000363596 CNR2
ENSP00000363683 MDS2
ENSP00000364089 PAGE3
ENSP00000364597 PADI4
ENSP00000364609 PADI3
ENSP00000364620 PADI1
ENSP00000364635 PADI2
ENSP00000364709 F10
ENSP00000365016 IRS2
ENSP00000365080 FAM155A
ENSP00000365261 LST1
ENSP00000365643 DOCK9
ENSP00000366416 EDNRB
ENSP00000366506 HRH2
ENSP00000367959 HTR2A
ENSP00000368766 ADRA1D
ENSP00000368767 ASPH
ENSP00000369081 TXNDC5
ENSP00000369344 GPR150
ENSP00000369927 AKR1C3
ENSP00000369960 ADRA1A
ENSP00000370129 AKR1C2
ENSP00000370254 AKR1C1
ENSP00000370508 MTIF3
ENSP00000370517 PFKP
ENSP00000370800 MBD3L2
ENSP00000370801 MBD3L4
ENSP00000370844 GPR12
ENSP00000371483 SLC34A2
ENSP00000371927 GPR78
ENSP00000373169 DRD3
ENSP00000374218 ESYT3
ENSP00000374234 TMEM72
ENSP00000374332 TSN
ENSP00000375082 BORA
ENSP00000375844 CAPN10
ENSP00000377015 PICALM
ENSP00000377948 QRFPR
ENSP00000378130 CFI
ENSP00000378548 GPR135
ENSP00000379658 ETV6
ENSP00000379678 PGM5
ENSP00000383143 SLITRK6
ENSP00000384273 RELA
ENSP00000384665 LPAR2
ENSP00000385422 GPR61
ENSP00000386069 ADRA2C
ENSP00000386195 OR4E2
ENSP00000386884 CXCR4
ENSP00000387694 SLC12A5
ENSP00000387875 KIF4B
ENSP00000388996 AP1M1
ENSP00000389289 AKR1B15
ENSP00000391592 PTPN6
ENSP00000392411 SLC13A2
ENSP00000393333 TBXA2R
ENSP00000394624 OPRM1
ENSP00000395535 MECP2
ENSP00000395983 SLC12A4
ENSP00000396918 URGCP
ENSP00000397679 ENDOU
ENSP00000397759 BSDC1
ENSP00000398076 ATP9B
ENSP00000401310 FRG2B
ENSP00000404179 DOCK4
ENSP00000406220 SLC13A5
ENSP00000406751 CRY2
ENSP00000406861 MUC6
ENSP00000417052 EBP
ENSP00000417764 ALG2
ENSP00000424126 MCTP1
ENSP00000429168 SLC25A30
ENSP00000430620 HEPH
ENSP00000433290 LTB4R2
ENSP00000441600 CCR3
ENSP00000443459 BCAT1
ENSP00000450895 FPGT-TNNI3K
ENSP00000452521 NAA30
ENSP00000452762 ETFA
ENSP00000452776 SLC12A6
ENSP00000453076 GPR176
ENSP00000458791 GPR139
ENSP00000463533 KCNH6
ENSP00000012443 PPP5C
ENSP00000035307 CHPF2
ENSP00000040663 MRI1
ENSP00000055335 PPP1R3F
ENSP00000084798 CA11
ENSP00000174653 AP3M2
ENSP00000175756 PTPN18
ENSP00000178638 CA12
ENSP00000194118 KIAA0141
ENSP00000202967 SIRT4
ENSP00000203629 LAG3
ENSP00000212015 SIRT1
ENSP00000215574 CDC34
ENSP00000216124 ARSA
ENSP00000216774 SRP54
ENSP00000217893 TAF9
ENSP00000217961 STS
ENSP00000218388 TIMP1
ENSP00000219070 MMP2
ENSP00000219406 PDIA2
ENSP00000219611 CAPN15
ENSP00000220496 DNAJC17
ENSP00000220822 GDAP1
ENSP00000221466 FCGRT
ENSP00000221801 FBL
ENSP00000222005 CDC37
ENSP00000222248 SLC5A5
ENSP00000222800 ABHD11
ENSP00000225171 DNAJC12
ENSP00000225577 RPS6KB1
ENSP00000225665 SLC25A11
ENSP00000225740 ALDH3A1
ENSP00000226247 FOXN1
ENSP00000227266 CTSC
ENSP00000227378 HSPA8
ENSP00000233714 LANCL1
ENSP00000234296 ORC2
ENSP00000237014 TTR
ENSP00000237596 PKD2
ENSP00000240652 IAPP
ENSP00000242067 BBS9
ENSP00000243253 SEC61A1
ENSP00000243776 CHPF
ENSP00000244534 HIST1H1D
ENSP00000245414 IRF1
ENSP00000246337 UROD
ENSP00000247207 HSPA2
ENSP00000248594 PTPN12
ENSP00000249396 SIRT2
ENSP00000249750 ALDH1A2
ENSP00000251250 DTWD1
ENSP00000252543 RPL36
ENSP00000252804 PXDN
ENSP00000253693 CAPN7
ENSP00000254108 FUS
ENSP00000254122 FSHB
ENSP00000254480 SMARCC1
ENSP00000254667 PTPRE
ENSP00000254770 LANCL2
ENSP00000254963 HSPA12B
ENSP00000255084 ALDH3B2
ENSP00000256379 MED6
ENSP00000256495 BHLHE40
ENSP00000256797 ERN2
ENSP00000256951 EMP1
ENSP00000257177 ZCCHC11
ENSP00000257575 RNFT2
ENSP00000258145 GNS
ENSP00000258494 ALDH1L2
ENSP00000258648 MED4
ENSP00000258888 ALPK3
ENSP00000259870 C6orf15
ENSP00000260102 MRPL15
ENSP00000260128 SULF1
ENSP00000261195 GYS2
ENSP00000261234 TMEM5
ENSP00000261667 KPNA3
ENSP00000261733 ALDH2
ENSP00000261745 NAA25
ENSP00000262304 PKD1
ENSP00000262374 ALG1
ENSP00000262429 ATP2C2
ENSP00000262584 RPL8
ENSP00000262607 ADA2
ENSP00000262768 TIMP2
ENSP00000262995 GAB1
ENSP00000263063 MTPAP
ENSP00000263202 UFD1
ENSP00000263228 UBE2R2
ENSP00000263665 CNTN3
ENSP00000263817 ABCB11
ENSP00000263974 TAF12
ENSP00000264047 SLC5A7
ENSP00000264230 NOA1
ENSP00000264832 ICAM1
ENSP00000264914 ARSB
ENSP00000265100 RPL26L1
ENSP00000265162 ENPEP
ENSP00000265174 PAPSS1
ENSP00000265245 LSG1
ENSP00000265339 UBE2B
ENSP00000265417 ADGRF5
ENSP00000265465 POLA2
ENSP00000265605 ALDH8A1
ENSP00000265723 ABCB4
ENSP00000265963 GTF2H1
ENSP00000267064 SMARCC2
ENSP00000267814 SORD
ENSP00000268695 GALNS
ENSP00000269142 TAF4B
ENSP00000269385 CBX8
ENSP00000271450 FCGR2A
ENSP00000271971 CAPN9
ENSP00000272167 EPHX1
ENSP00000273854 EPHA5
ENSP00000274289 PLK2
ENSP00000276449 STAR
ENSP00000276651 DPYS
ENSP00000278836 MYRF
ENSP00000281821 EPHA4
ENSP00000281928 MED13L
ENSP00000283033 TXNDC11
ENSP00000283109 RIOK2
ENSP00000284951 SEL1L2
ENSP00000285393 ATP6V0D2
ENSP00000285667 HSPA13
ENSP00000286091 PDIA4
ENSP00000287295 AIFM1
ENSP00000287916 CLDN12
ENSP00000290431 PKD2L2
ENSP00000290597 ALDH4A1
ENSP00000290649 AMFR
ENSP00000293350 ALDH16A1
ENSP00000293670 KRT83
ENSP00000293842 RPL26
ENSP00000294168 TAF6L
ENSP00000295727 FEV
ENSP00000296474 MST1R
ENSP00000296783 PAPD4
ENSP00000297785 ALDH1A1
ENSP00000298125 WDFY2
ENSP00000298292 DNAAF2
ENSP00000298746 TRUB1
ENSP00000298875 CPSF2
ENSP00000299162 FOXN4
ENSP00000300093 PLK1
ENSP00000300289 PDIA3
ENSP00000301178 AXL
ENSP00000302324 RNASE3
ENSP00000303276 RNASE2
ENSP00000304051 RNF139
ENSP00000304670 RNFT1
ENSP00000306523 INSM2
ENSP00000307093 MAP6
ENSP00000307666 VPS50
ENSP00000307705 HIST1H1E
ENSP00000307889 RPL13
ENSP00000308000 TUT1
ENSP00000308413 RPS6KB2
ENSP00000309539 DPYSL2
ENSP00000309757 LPL
ENSP00000310127 IRF3
ENSP00000310208 SLC5A6
ENSP00000312224 DTD2
ENSP00000312625 HP1BP3
ENSP00000312631 INSM1
ENSP00000312999 GNAI2
ENSP00000314606 SGSH
ENSP00000314649 ALDH5A1
ENSP00000317904 GYS1
ENSP00000318297 RUVBL1
ENSP00000318820 TPO
ENSP00000318868 SHMT1
ENSP00000319799 H1FOO
ENSP00000320219 ARSJ
ENSP00000321537 LLGL1
ENSP00000321606 CRMP1
ENSP00000321874 B3GNT3
ENSP00000322175 AK4
ENSP00000322788 MMP1
ENSP00000324173 HSPA5
ENSP00000325296 PKD2L1
ENSP00000327070 MDH2
ENSP00000327179 UTP4
ENSP00000327716 WRB
ENSP00000327801 P4HB
ENSP00000328674 CLDN6
ENSP00000329411 IRF7
ENSP00000329466 SIRT7
ENSP00000329662 H1FX
ENSP00000330074 HIST1H1B
ENSP00000331211 RBM43
ENSP00000331258 POMK
ENSP00000331831 GAS6
ENSP00000331901 EEF1G
ENSP00000332256 ALDH1A3
ENSP00000332681 LRP2BP
ENSP00000333277 HIST2H3D
ENSP00000333667 SHMT2
ENSP00000336868 CENPA
